89,336,436.0,0,100.0
90,336,436.0,42,142.0
91,336,436.0,84,184.0
92,336,436.0,126,226.0
93,336,436.0,168,268.0
94,336,436.0,210,310.0
95,336,436.0,252,352.0
96,336,436.0,294,394.0
97,336,436.0,336,436.0
98,336,436.0,378,478.0
99,336,436.0,420,520.0
100,378,478.0,0,100.0
101,378,478.0,42,142.0
102,378,478.0,84,184.0
103,378,478.0,126,226.0
104,378,478.0,168,268.0
105,378,478.0,210,310.0
106,378,478.0,252,352.0
107,378,478.0,294,394.0
108,378,478.0,336,436.0
109,378,478.0,378,478.0
110,378,478.0,420,520.0
111,420,520.0,0,100.0
112,420,520.0,42,142.0
113,420,520.0,84,184.0
114,420,520.0,126,226.0
115,420,520.0,168,268.0
116,420,520.0,210,310.0
117,420,520.0,252,352.0
118,420,520.0,294,394.0
119,420,520.0,336,436.0
120,420,520.0,378,478.0
121,420,520.0,420,520.0
122,462,562.0,0,100.0
123,462,562.0,42,142.0
124,462,562.0,84,184.0
125,462,562.0,126,226.0
126,462,562.0,168,268.0
127,462,562.0,210,310.0
128,462,562.0,252,352.0
129,462,562.0,294,394.0
130,462,562.0,336,436.0
131,462,562.0,378,478.0
132,462,562.0,420,520.0
133,504,604.0,0,100.0
134,504,604.0,42,142.0
135,504,604.0,84,184.0
136,504,604.0,126,226.0
137,504,604.0,168,268.0
138,504,604.0,210,310.0
139,504,604.0,252,352.0
140,504,604.0,294,394.0
141,504,604.0,336,436.0
142,504,604.0,378,478.0
143,504,604.0,420,520.0
144,546,646.0,0,100.0
145,546,646.0,42,142.0
146,546,646.0,84,184.0
147,546,646.0,126,226.0
148,546,646.0,168,268.0
149,546,646.0,210,310.0
150,546,646.0,252,352.0
151,546,646.0,294,394.0
152,546,646.0,336,436.0
153,546,646.0,378,478.0
154,546,646.0,420,520.0
155,588,688.0,0,100.0
156,588,688.0,42,142.0
157,588,688.0,84,184.0
158,588,688.0,126,226.0
159,588,688.0,168,268.0
160,588,688.0,210,310.0
161,588,688.0,252,352.0
162,588,688.0,294,394.0
163,588,688.0,336,436.0
164,588,688.0,378,478.0
165,588,688.0,420,520.0
166,630,730.0,0,100.0
167,630,730.0,42,142.0
168,630,730.0,84,184.0
169,630,730.0,126,226.0
170,630,730.0,168,268.0
171,630,730.0,210,310.0
172,630,730.0,252,352.0
173,630,730.0,294,394.0
174,630,730.0,336,436.0
175,630,730.0,378,478.0
176,630,730.0,420,520.0
177,672,772.0,0,100.0
178,672,772.0,42,142.0
179,672,772.0,84,184.0
180,672,772.0,126,226.0
181,672,772.0,168,268.0
182,672,772.0,210,310.0
183,672,772.0,252,352.0
184,672,772.0,294,394.0
185,672,772.0,336,436.0
186,672,772.0,378,478.0
187,672,772.0,420,520.0
188,714,814.0,0,100.0
189,714,814.0,42,142.0
190,714,814.0,84,184.0
191,714,814.0,126,226.0
192,714,814.0,168,268.0
193,714,814.0,210,310.0
194,714,814.0,252,352.0
195,714,814.0,294,394.0
196,714,814.0,336,436.0
197,714,814.0,378,478.0
198,714,814.0,420,520.0
199,756,856.0,0,100.0
200,756,856.0,42,142.0
201,756,856.0,84,184.0
202,756,856.0,126,226.0
203,756,856.0,168,268.0
204,756,856.0,210,310.0
205,756,856.0,252,352.0
206,756,856.0,294,394.0
207,756,856.0,336,436.0
208,756,856.0,378,478.0
209,756,856.0,420,520.0
210,798,898.0,0,100.0
211,798,898.0,42,142.0
212,798,898.0,84,184.0
213,798,898.0,126,226.0
214,798,898.0,168,268.0
215,798,898.0,210,310.0
216,798,898.0,252,352.0
217,798,898.0,294,394.0
218,798,898.0,336,436.0
219,798,898.0,378,478.0
220,798,898.0,420,520.0
221,840,940.0,0,100.0
222,840,940.0,42,142.0
223,840,940.0,84,184.0
224,840,940.0,126,226.0
225,840,940.0,168,268.0
226,840,940.0,210,310.0
227,840,940.0,252,352.0
228,840,940.0,294,394.0
229,840,940.0,336,436.0
230,840,940.0,378,478.0
231,840,940.0,420,520.0
232,882,982.0,0,100.0
233,882,982.0,42,142.0
234,882,982.0,84,184.0
235,882,982.0,126,226.0
236,882,982.0,168,268.0
237,882,982.0,210,310.0
238,882,982.0,252,352.0
239,882,982.0,294,394.0
240,882,982.0,336,436.0
241,882,982.0,378,478.0
242,882,982.0,420,520.0
